GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
rtree,com.github.davidmoten.rtree.fbs.generated,CircleFloat_.Vector,25,0,0,0,4,0,4,0,4,0
rtree,com.github.davidmoten.rtree.fbs.generated,Entry_,103,70,7,1,12,14,16,10,12,10
rtree,com.github.davidmoten.rtree.fbs.generated,Bounds_.Vector,28,0,0,0,4,0,4,0,4,0
rtree,com.github.davidmoten.rtree.fbs.generated,BoundsType_,16,0,0,0,2,0,2,0,2,0
rtree,com.github.davidmoten.rtree.fbs.generated,Tree_.Vector,28,0,0,0,4,0,4,0,4,0
rtree,com.github.davidmoten.rtree.fbs.generated,LineDouble_,46,19,0,0,7,6,7,1,7,1
rtree,com.github.davidmoten.rtree.fbs.generated,PointFloat_,0,43,0,0,0,9,0,6,0,6
rtree,com.github.davidmoten.rtree.fbs.generated,Tree_,23,134,2,4,7,17,5,17,3,16
rtree,com.github.davidmoten.rtree.fbs.generated,Bounds_,25,101,2,4,3,14,5,14,3,13
rtree,com.github.davidmoten.rtree.fbs.generated,LineFloat_,46,19,0,0,7,6,7,1,7,1
rtree,com.github.davidmoten.rtree.fbs.generated,CircleDouble_,0,54,0,0,0,11,0,7,0,7
rtree,com.github.davidmoten.rtree.fbs.generated,BoxFloat_,0,65,0,0,0,13,0,8,0,8
rtree,com.github.davidmoten.rtree.fbs.generated,PointFloat_.Vector,25,0,0,0,4,0,4,0,4,0
rtree,com.github.davidmoten.rtree.fbs.generated,BoxDouble_,0,65,0,0,0,13,0,8,0,8
rtree,com.github.davidmoten.rtree.fbs.generated,Node_.Vector,28,0,0,0,4,0,4,0,4,0
rtree,com.github.davidmoten.rtree.internal.operators,OperatorBoundedPriorityQueue,0,25,0,0,0,6,0,2,0,2
rtree,com.github.davidmoten.rtree.internal.operators,OperatorBoundedPriorityQueue.new Subscriber() {...},0,62,0,10,0,18,0,10,0,5
rtree,com.github.davidmoten.rtree.internal.util,Pair,0,15,0,0,0,6,0,3,0,3
rtree,com.github.davidmoten.rtree.internal.util,BoundedPriorityQueue,0,95,0,8,0,22,0,11,0,7
rtree,com.github.davidmoten.rtree.internal.util,ImmutableStack,0,64,0,2,0,16,0,12,0,11
rtree,com.github.davidmoten.rtree.internal.util,ObjectsHelper,0,18,0,4,0,7,0,4,0,2
rtree,com.github.davidmoten.rtree.internal.util,ImmutableStack.StackIterator,0,30,0,2,0,8,0,5,0,4
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,9,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,8,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,9,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,8,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,8,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,8,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,9,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,8,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,9,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},6,3,0,0,1,1,1,1,1,1
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},6,3,0,0,1,1,1,1,1,1
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},45,3,8,0,9,1,5,1,1,1
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},6,3,0,0,1,1,1,1,1,1
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},7,3,0,0,1,1,1,1,1,1
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,9,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,8,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},33,18,5,3,5,5,4,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},33,18,5,3,5,5,4,2,0,2
rtree,com.github.davidmoten.rtree.geometry,Intersects.new Func2() {...},0,8,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.geometry,ListPair,0,61,0,2,0,12,0,6,0,5
rtree,com.github.davidmoten.rtree.geometry,Geometries,16,151,2,8,3,31,3,18,1,15
rtree,com.github.davidmoten.rtree.geometry,Group,0,16,0,0,0,6,0,3,0,3
rtree,com.github.davidmoten.rtree.geometry,Intersects,0,77,0,0,0,19,0,1,0,1
rtree,com.github.davidmoten.rtree,Backpressure,0,156,0,16,0,33,0,13,0,5
rtree,com.github.davidmoten.rtree,SplitterRStar,12,179,1,16,1,39,1,16,0,7
rtree,com.github.davidmoten.rtree,SelectorMinimalOverlapArea,0,11,0,0,0,3,0,2,0,2
rtree,com.github.davidmoten.rtree,RTree.new Func2() {...},0,15,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree,SplitterRStar.new Comparator() {...},0,13,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree,SplitterRStar.new Comparator() {...},0,13,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree,Serializers.Method,0,24,0,0,0,2,0,1,0,1
rtree,com.github.davidmoten.rtree,SplitterRStar.new Comparator() {...},0,22,0,2,0,5,0,3,0,2
rtree,com.github.davidmoten.rtree,SplitterRStar.new Comparator() {...},0,13,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree,SplitterRStar.new Comparator() {...},0,13,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree,Serializers,0,25,0,0,0,5,0,5,0,5
rtree,com.github.davidmoten.rtree,Serializers.new Func1() {...},13,26,1,1,5,8,1,2,0,2
rtree,com.github.davidmoten.rtree,Serializers.new Func1() {...},0,11,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree,RTree,6,669,0,34,2,111,1,78,1,61
rtree,com.github.davidmoten.rtree,Serializers.new Func1() {...},7,29,1,1,3,10,1,2,0,2
rtree,com.github.davidmoten.rtree,Serializers.new Func1() {...},0,13,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree,NodePosition,0,47,0,0,0,10,0,5,0,5
rtree,com.github.davidmoten.rtree,Serializers.SerializerBuilder,32,46,0,0,5,12,3,5,3,5
rtree,com.github.davidmoten.rtree,Serializers.SerializerTypedBuilder,45,34,5,3,13,10,8,2,4,2
rtree,com.github.davidmoten.rtree,ImageSaver.new Callable() {...},0,22,0,0,0,3,0,2,0,2
rtree,com.github.davidmoten.rtree,SelectorRStar,0,29,0,2,0,7,0,4,0,3
rtree,com.github.davidmoten.rtree,SplitterQuadratic,10,259,1,29,1,48,1,19,0,5
rtree,com.github.davidmoten.rtree,SelectorMinimalAreaIncrease,0,10,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree,ImageSaver,0,21,0,0,0,8,0,2,0,2
rtree,com.github.davidmoten.rtree,SplitterRStar.SortType,0,44,0,0,0,2,0,1,0,1
rtree,com.github.davidmoten.rtree,Entries,0,4,0,0,0,1,0,1,0,1
rtree,com.github.davidmoten.rtree,Factories,0,2,0,0,0,1,0,1,0,1
rtree,com.github.davidmoten.rtree,SerializerHelper,0,5,0,0,0,1,0,1,0,1
rtree,com.github.davidmoten.rtree,Context,0,63,0,6,0,18,0,9,0,6
rtree,com.github.davidmoten.rtree,OnSubscribeSearch.SearchProducer,0,127,0,18,0,35,0,13,0,4
rtree,com.github.davidmoten.rtree,InternalStructure,0,24,0,0,0,3,0,1,0,1
rtree,com.github.davidmoten.rtree,RTree.Builder,5,342,0,18,2,66,1,20,1,11
rtree,com.github.davidmoten.rtree,Serializers.SerializerTypedBuilder.new Func0() {...},4,6,0,0,1,1,1,1,1,1
rtree,com.github.davidmoten.rtree,Visualizer,0,348,0,14,0,58,0,19,0,12
rtree,com.github.davidmoten.rtree,RTree.Builder.MidComparator,0,37,0,2,0,8,0,4,0,3
rtree,com.github.davidmoten.rtree,Backpressure.StackAndRequest,0,15,0,0,0,5,0,2,0,2
rtree,com.github.davidmoten.rtree,OnSubscribeSearch,1,40,1,3,1,12,1,4,0,3
rtree,com.github.davidmoten.rtree,RectangleDepth,0,15,0,0,0,6,0,3,0,3
rtree,com.github.davidmoten.rtree.kryo,SerializerKryo,276,0,14,0,73,0,21,0,14,0
rtree,com.github.davidmoten.rtree.internal,Comparators.new Comparator() {...},0,51,0,4,0,7,0,4,0,2
rtree,com.github.davidmoten.rtree.internal,Comparators.new Comparator() {...},0,18,0,0,0,2,0,2,0,2
rtree,com.github.davidmoten.rtree.internal,Comparators.new Comparator() {...},0,30,0,2,0,5,0,3,0,2
rtree,com.github.davidmoten.rtree.internal,Comparators,0,71,0,4,0,13,0,8,0,6
rtree,com.github.davidmoten.rtree.internal,Functions,9,5,0,0,2,1,4,2,4,2
rtree,com.github.davidmoten.rtree.internal,LeafDefault,0,46,0,0,0,14,0,9,0,9
rtree,com.github.davidmoten.rtree.internal,FactoryDefault.Holder,0,5,0,0,0,1,0,1,0,1
rtree,com.github.davidmoten.rtree.internal,NodeAndEntries,0,21,0,0,0,8,0,4,0,4
rtree,com.github.davidmoten.rtree.internal,EntryDefault,0,86,0,6,0,16,0,10,0,7
rtree,com.github.davidmoten.rtree.internal,NonLeafHelper,0,238,0,24,0,54,0,16,0,4
rtree,com.github.davidmoten.rtree.internal,FactoryDefault,0,21,0,0,0,5,0,5,0,5
rtree,com.github.davidmoten.rtree.internal,RectangleUtil,48,233,10,38,13,37,9,20,0,5
rtree,com.github.davidmoten.rtree.internal,NonLeafDefault,0,53,0,2,0,15,0,10,0,9
rtree,com.github.davidmoten.rtree.internal,Line2D,24,238,4,16,6,42,3,18,0,11
rtree,com.github.davidmoten.rtree.internal,LeafHelper,0,159,0,18,0,33,0,13,0,4
rtree,com.github.davidmoten.rtree.internal,Util,0,148,0,20,0,35,0,14,0,4
